ID,model,N,J,T,P,K,status,runtime,heuristics_time,total_time,gap,objective,nodes,iterations,timelimit,heuristics_limit
1,0,10,10,10,2000,3,OPTIMAL,0.21503710746765137,0.0,0.21503710746765137,0.0,35911.37598267663,3.0,814.0,300,120
2,0,10,10,50,2000,3,OPTIMAL,27.07243800163269,0.0,27.07243800163269,0.0,242035.76386557892,931.0,29606.0,300,120
3,0,10,10,100,2000,3,OPTIMAL,24.982689142227173,0.0,24.982689142227173,8.165038090892547e-05,454376.3756252341,193.0,22949.0,300,120
4,0,10,40,10,2000,3,OPTIMAL,3.3439760208129883,0.0,3.3439760208129883,0.0,170378.01326907007,641.0,8611.0,300,120
5,0,10,40,50,2000,3,TIME_LIMIT,300.00164008140564,0.0,300.00164008140564,inf,inf,5543.0,374078.0,300,120
6,0,10,40,100,2000,3,TIME_LIMIT,300.00087094306946,0.0,300.00087094306946,inf,inf,616.0,159149.0,300,120
7,0,10,80,10,2000,3,TIME_LIMIT,300.0011820793152,0.0,300.0011820793152,2.5321106771979487,171068.7909112256,26677.0,1131433.0,300,120
8,0,10,80,50,2000,3,TIME_LIMIT,300.0065829753876,0.0,300.0065829753876,inf,inf,751.0,333682.0,300,120
9,0,10,80,100,2000,3,TIME_LIMIT,300.0106670856476,0.0,300.0106670856476,inf,inf,735.0,218387.0,300,120
10,0,20,10,10,2000,3,OPTIMAL,2.8668370246887207,0.0,2.8668370246887207,0.0,68834.77294487879,60.0,1473.0,300,120
11,0,20,10,50,2000,3,OPTIMAL,19.90619993209839,0.0,19.90619993209839,0.0,576053.1018982679,3.0,8069.0,300,120
12,0,20,10,100,2000,3,OPTIMAL,88.71050596237183,0.0,88.71050596237183,0.0,1297292.5212756991,59.0,14926.0,300,120
13,0,20,40,10,2000,3,OPTIMAL,16.396948099136353,0.0,16.396948099136353,0.0,344896.9541236609,403.0,11304.0,300,120
14,0,20,40,50,2000,3,TIME_LIMIT,300.00337195396423,0.0,300.00337195396423,inf,inf,1035.0,87910.0,300,120
15,0,20,40,100,2000,3,TIME_LIMIT,300.0154640674591,0.0,300.0154640674591,inf,inf,82.0,82786.0,300,120
16,0,20,80,10,2000,3,OPTIMAL,29.11621403694153,0.0,29.11621403694153,0.0,583102.5486893877,1132.0,25309.0,300,120
17,0,20,80,50,2000,3,TIME_LIMIT,300.0024461746216,0.0,300.0024461746216,inf,inf,701.0,134459.0,300,120
18,0,20,80,100,2000,3,TIME_LIMIT,300.12926292419434,0.0,300.12926292419434,inf,inf,1.0,132696.0,300,120
19,0,40,10,10,2000,3,OPTIMAL,10.073645830154419,0.0,10.073645830154419,0.0,175336.6946426928,3.0,2377.0,300,120
20,0,40,10,50,2000,3,OPTIMAL,150.74422907829285,0.0,150.74422907829285,0.0,527943.9231705666,3.0,13761.0,300,120
21,0,40,10,100,2000,3,TIME_LIMIT,300.1289858818054,0.0,300.1289858818054,inf,inf,1.0,14329.0,300,120
